episode,timestep,reward
702,14050,-9.7446
704,14100,-10.6511
707,14150,-10.3508
709,14200,-8.3019
712,14250,-8.271
714,14300,-9.5445
717,14350,-8.4477
719,14400,-8.8263
722,14450,-10.7719
724,14500,-10.09
727,14550,-10.6796
729,14600,-10.6276
732,14650,-8.6406
734,14700,-8.7236
737,14750,-10.4237
739,14800,-10.3619
742,14850,-7.1871
744,14900,-12.1964
747,14950,-10.3601
749,15000,-8.97
752,15050,-8.7871
754,15100,-12.0085
757,15150,-8.8438
759,15200,-10.1858
762,15250,-9.2725
764,15300,-7.789
767,15350,-7.9825
769,15400,-12.9041
772,15450,-7.9339
774,15500,-7.5388
777,15550,-9.0199
779,15600,-10.4556
782,15650,-7.4128
784,15700,-8.9459
787,15750,-13.1712
789,15800,-8.9459
792,15850,-10.6172
794,15900,-9.8848
797,15950,-10.8055
799,16000,-9.7613
802,16050,-9.9689
804,16100,-11.8266
807,16150,-8.7648
809,16200,-11.301
812,16250,-9.1159
814,16300,-11.7964
817,16350,-10.0529
819,16400,-11.0329
822,16450,-9.3532
824,16500,-8.8199
827,16550,-12.0854
829,16600,-8.0231
832,16650,-7.7777
834,16700,-7.5879
837,16750,-12.7907
839,16800,-9.494
842,16850,-11.1625
844,16900,-10.727
847,16950,-8.0313
849,17000,-8.7269
852,17050,-10.3721
854,17100,-10.3575
857,17150,-9.1222
859,17200,-12.2413
862,17250,-7.8039
864,17300,-9.9638
867,17350,-11.0214
869,17400,-9.705
872,17450,-8.8367
874,17500,-10.3276
877,17550,-9.4979
879,17600,-11.0637
882,17650,-9.3316
884,17700,-10.8706
887,17750,-7.446
889,17800,-10.2329
892,17850,-11.1205
894,17900,-11.8865
897,17950,-8.8555
899,18000,-14.2656
902,18050,-9.0983
904,18100,-11.383
907,18150,-9.2169
909,18200,-11.5629
912,18250,-8.8425
914,18300,-7.8974
917,18350,-8.8268
919,18400,-10.0364
922,18450,-12.4707
924,18500,-8.9807
927,18550,-11.5952
929,18600,-16.2122
932,18650,-9.7423
934,18700,-11.0989
937,18750,-8.8398
939,18800,-9.0712
942,18850,-8.1073
944,18900,-8.0986
947,18950,-8.3488
949,19000,-9.9048
952,19050,-11.2614
954,19100,-12.1787
957,19150,-8.16
959,19200,-9.2028
962,19250,-9.5141
964,19300,-9.0727
967,19350,-6.1211
969,19400,-8.4756
972,19450,-9.4319
974,19500,-8.9032
977,19550,-11.8625
979,19600,-12.1037
982,19650,-10.3353
984,19700,-11.0405
987,19750,-11.9753
989,19800,-7.4688
992,19850,-9.6323
994,19900,-5.1686
997,19950,-7.5926
999,20000,-13.8601
1002,20050,-10.0073
1004,20100,-5.3591
1007,20150,-11.6653
1009,20200,-10.7675
1012,20250,-9.0658
1014,20300,-8.3592
1017,20350,-10.9596
1019,20400,-9.5762
1022,20450,-10.3697
1024,20500,-7.9203
1027,20550,-9.0822
1029,20600,-5.7747
1032,20650,-9.6984
1034,20700,-7.1553
1037,20750,-7.659
1039,20800,-10.7214
1042,20850,-8.3914
1044,20900,-11.7213
1047,20950,-7.7475
1049,21000,-9.5863
1052,21050,-9.6987
1054,21100,-8.0207
1057,21150,-7.1179
1059,21200,-12.0725
1062,21250,-10.0893
1064,21300,-12.2689
1067,21350,-9.729
1069,21400,-8.3628
1072,21450,-11.895
1074,21500,-8.8263
1077,21550,-9.5465
1079,21600,-6.212
1082,21650,-12.4999
1084,21700,-15.2572
1087,21750,-10.0146
1089,21800,-6.7544
1092,21850,-9.2522
1094,21900,-8.0814
1097,21950,-8.5138
1099,22000,-8.896
1102,22050,-10.603
1104,22100,-11.0975
1107,22150,-7.2356
1109,22200,-10.4573
1112,22250,-11.6249
1114,22300,-12.0042
1117,22350,-8.5734
1119,22400,-7.8787
1122,22450,-9.0609
1124,22500,-10.2604
1127,22550,-10.036
1129,22600,-9.9144
1132,22650,-10.0984
1134,22700,-5.0851
1137,22750,-8.4025
1139,22800,-10.5426
1142,22850,-10.8605
1144,22900,-12.2812
1147,22950,-10.2831
1149,23000,-10.182
1152,23050,-8.4828
1154,23100,-9.7126
1157,23150,-10.3168
1159,23200,-6.5612
1162,23250,-6.5026
1164,23300,-7.3104
1167,23350,-11.5761
1169,23400,-9.6717
1172,23450,-10.5897
1174,23500,-13.5338
1177,23550,-12.1096
1179,23600,-7.3805
1182,23650,-7.4207
1184,23700,-13.298
1187,23750,-9.2461
1189,23800,-10.2968
1192,23850,-9.1829
1194,23900,-9.7192
1197,23950,-10.6568
1199,24000,-11.4136
1202,24050,-10.2813
1204,24100,-10.6381
1207,24150,-11.8386
1209,24200,-11.978
1212,24250,-8.9394
1214,24300,-13.5328
1217,24350,-9.9129
1219,24400,-10.8834
1222,24450,-8.6333
1224,24500,-9.1409
1227,24550,-7.8764
1229,24600,-7.8977
1232,24650,-7.8165
1234,24700,-14.1712
1237,24750,-9.0679
1239,24800,-8.569
1242,24850,-9.9636
1244,24900,-6.8138
1247,24950,-6.8485
1249,25000,-12.1743
1252,25050,-8.1608
1254,25100,-9.7716
1257,25150,-9.4447
1259,25200,-9.9934
1262,25250,-10.8771
1264,25300,-7.3056
1267,25350,-9.0474
1269,25400,-8.626
1272,25450,-8.9309
1274,25500,-12.2411
1277,25550,-8.3856
1279,25600,-6.2856
1282,25650,-7.0615
1284,25700,-12.8668
1287,25750,-8.6785
1289,25800,-11.1198
1292,25850,-7.0407
1294,25900,-6.925
1297,25950,-9.9456
1299,26000,-9.921
1302,26050,-11.138
1304,26100,-7.8783
1307,26150,-8.0745
1309,26200,-11.4705
1312,26250,-8.604
1314,26300,-11.7235
1317,26350,-7.3932
1319,26400,-12.1323
1322,26450,-11.1982
1324,26500,-12.3312
1327,26550,-9.8305
1329,26600,-7.2867
1332,26650,-5.7079
1334,26700,-6.9708
1337,26750,-8.7632
1339,26800,-10.1488
1342,26850,-9.3847
1344,26900,-8.8744
1347,26950,-8.5748
1349,27000,-12.4222
1352,27050,-7.7556
1354,27100,-10.0387
1357,27150,-8.6701
1359,27200,-9.2436
1362,27250,-10.8484
1364,27300,-10.539
1367,27350,-8.8022
1369,27400,-8.1787
1372,27450,-8.1933
1374,27500,-10.0461
1377,27550,-7.3403
1379,27600,-7.7377
1382,27650,-9.1047
1384,27700,-7.6702
1387,27750,-8.0006
1389,27800,-7.4294
1392,27850,-8.4251
1394,27900,-9.7476
1397,27950,-9.2348
1399,28000,-6.4115
1402,28050,-9.5487
1404,28100,-8.1202
1407,28150,-11.3938
1409,28200,-11.3485
1412,28250,-9.8348
1414,28300,-13.1425
1417,28350,-9.5556
1419,28400,-9.8775
1422,28450,-9.2711
1424,28500,-7.9336
1427,28550,-8.4633
1429,28600,-8.3804
1432,28650,-9.2789
1434,28700,-7.8152
1437,28750,-6.4965
1439,28800,-8.0615
1442,28850,-8.0361
1444,28900,-8.2174
1447,28950,-8.3691
1449,29000,-11.7585
1452,29050,-7.6062
1454,29100,-8.3784
1457,29150,-7.5303
1459,29200,-11.4286
1462,29250,-10.1315
1464,29300,-7.8226
1467,29350,-10.7294
1469,29400,-8.9317
1472,29450,-7.4342
1474,29500,-9.9337
1477,29550,-11.3224
1479,29600,-8.1749
1482,29650,-9.5135
1484,29700,-10.0307
1487,29750,-7.4259
1489,29800,-5.624
1492,29850,-9.366
1494,29900,-7.3778
1497,29950,-9.5831
1499,30000,-9.8928
1502,30050,-8.1318
1504,30100,-13.2144
1507,30150,-6.442
1509,30200,-8.7895
1512,30250,-7.4004
1514,30300,-10.1957
1517,30350,-8.4462
1519,30400,-9.9493
1522,30450,-9.247
1524,30500,-7.9197
1527,30550,-10.56
1529,30600,-10.9649
1532,30650,-6.6464
1534,30700,-9.6068
1537,30750,-9.0687
1539,30800,-6.4878
1542,30850,-7.6232
1544,30900,-6.6952
1547,30950,-8.165
1549,31000,-8.7089
1552,31050,-8.7531
1554,31100,-7.6026
1557,31150,-8.0423
1559,31200,-10.745
1562,31250,-8.4687
1564,31300,-12.3483
1567,31350,-9.8272
1569,31400,-6.758
1572,31450,-8.3956
1574,31500,-10.4008
1577,31550,-7.0337
1579,31600,-10.1813
1582,31650,-9.0015
1584,31700,-8.4817
1587,31750,-10.1007
1589,31800,-9.6938
1592,31850,-9.2952
1594,31900,-8.982
1597,31950,-11.5825
1599,32000,-7.1624
1602,32050,-10.5956
1604,32100,-11.1211
1607,32150,-10.2724
1609,32200,-7.6597
1612,32250,-8.9191
1614,32300,-7.3882
1617,32350,-8.7716
1619,32400,-11.5758
1622,32450,-7.9133
1624,32500,-7.1016
1627,32550,-8.9262
1629,32600,-7.7677
1632,32650,-9.4686
1634,32700,-9.2415
1637,32750,-8.1944
1639,32800,-8.8955
1642,32850,-7.8486
1644,32900,-8.6311
1647,32950,-6.8086
1649,33000,-12.788
1652,33050,-12.7149
1654,33100,-7.4198
1657,33150,-7.3236
1659,33200,-8.0447
1662,33250,-6.8711
1664,33300,-7.0804
1667,33350,-8.112
1669,33400,-7.728
1672,33450,-9.749
1674,33500,-9.3961
1677,33550,-8.4724
1679,33600,-10.0212
1682,33650,-6.6596
1684,33700,-7.0414
1687,33750,-9.5357
1689,33800,-6.1401
1692,33850,-6.9864
1694,33900,-10.7091
1697,33950,-8.4025
1699,34000,-13.9693
1702,34050,-10.4792
1704,34100,-8.7361
1707,34150,-9.2877
1709,34200,-8.1602
1712,34250,-10.4207
1714,34300,-11.2419
1717,34350,-7.6409
1719,34400,-7.2637
1722,34450,-7.7827
1724,34500,-8.2046
1727,34550,-11.2716
1729,34600,-8.1372
1732,34650,-7.413
1734,34700,-6.8546
1737,34750,-9.1761
1739,34800,-10.9812
1742,34850,-13.8455
1744,34900,-11.0666
1747,34950,-8.3545
1749,35000,-8.2877
1752,35050,-8.8752
1754,35100,-8.6058
1757,35150,-11.421
1759,35200,-8.0082
1762,35250,-9.3711
1764,35300,-5.8658
1767,35350,-7.7945
1769,35400,-9.1498
1772,35450,-10.4221
1774,35500,-8.2229
1777,35550,-8.6825
1779,35600,-8.7413
1782,35650,-11.0907
1784,35700,-9.1211
1787,35750,-8.7043
1789,35800,-6.756
1792,35850,-7.9638
1794,35900,-10.1474
1797,35950,-7.9769
1799,36000,-6.5577
1802,36050,-8.5583
1804,36100,-7.8691
1807,36150,-9.0361
1809,36200,-8.4712
1812,36250,-9.6663
1814,36300,-10.8518
1817,36350,-6.7771
1819,36400,-11.3376
1822,36450,-8.6601
1824,36500,-7.1952
1827,36550,-8.4921
1829,36600,-8.22
1832,36650,-9.478
1834,36700,-13.7951
1837,36750,-9.6645
1839,36800,-7.8363
1842,36850,-9.6599
1844,36900,-8.9656
1847,36950,-8.4544
1849,37000,-7.6506
1852,37050,-7.4608
1854,37100,-7.1043
1857,37150,-8.749
1859,37200,-7.4515
1862,37250,-8.8164
1864,37300,-7.1156
1867,37350,-9.9629
1869,37400,-6.766
1872,37450,-7.0078
1874,37500,-7.8528
1877,37550,-8.548
1879,37600,-9.6639
1882,37650,-9.7189
1884,37700,-9.9251
1887,37750,-11.7366
1889,37800,-6.6556
1892,37850,-8.5339
1894,37900,-8.283
1897,37950,-10.6658
1899,38000,-9.3409
1902,38050,-7.1266
1904,38100,-12.3146
1907,38150,-8.2705
1909,38200,-12.8944
1912,38250,-8.2573
1914,38300,-8.6762
1917,38350,-13.7861
1919,38400,-9.6882
1922,38450,-11.5046
1924,38500,-12.5313
1927,38550,-8.6858
1929,38600,-5.5628
1932,38650,-6.8847
1934,38700,-8.3607
1937,38750,-9.6653
1939,38800,-9.1238
1942,38850,-6.1527
1944,38900,-6.8918
1947,38950,-7.6201
1949,39000,-8.0725
1952,39050,-8.8379
1954,39100,-8.3972
1957,39150,-7.4961
1959,39200,-8.3931
1962,39250,-9.3721
1964,39300,-7.4517
1967,39350,-10.3536
1969,39400,-8.7917
1972,39450,-7.6167
1974,39500,-7.2681
1977,39550,-10.8211
1979,39600,-12.7449
1982,39650,-9.7397
1984,39700,-10.2506
1987,39750,-7.6073
1989,39800,-7.7656
1992,39850,-7.5708
1994,39900,-9.5727
1997,39950,-9.4186
1999,40000,-7.22
2002,40050,-11.2056
2004,40100,-10.2959
2007,40150,-6.9934
2009,40200,-10.4523
2012,40250,-6.5617
2014,40300,-9.6855
2017,40350,-8.9703
2019,40400,-6.7508
2022,40450,-12.5271
2024,40500,-12.3598
2027,40550,-8.4224
2029,40600,-7.8328
2032,40650,-7.3334
2034,40700,-6.804
2037,40750,-9.0714
2039,40800,-10.5098
2042,40850,-10.0723
2044,40900,-7.0745
2047,40950,-6.702
2049,41000,-8.1857
2052,41050,-8.9412
2054,41100,-11.1764
2057,41150,-7.4113
2059,41200,-7.3304
2062,41250,-9.6408
2064,41300,-10.567
2067,41350,-8.7196
2069,41400,-7.772
2072,41450,-9.1684
2074,41500,-6.9376
2077,41550,-6.8321
2079,41600,-8.7491
2082,41650,-7.5841
2084,41700,-8.4957
2087,41750,-8.3562
2089,41800,-6.5845
2092,41850,-7.8436
2094,41900,-6.6633
2097,41950,-7.9681
2099,42000,-9.3928
2102,42050,-11.2141
2104,42100,-8.9874
2107,42150,-7.3763
2109,42200,-7.6768
2112,42250,-8.3788
2114,42300,-8.0836
2117,42350,-7.4923
2119,42400,-9.0709
2122,42450,-9.2887
2124,42500,-7.496
2127,42550,-9.0656
2129,42600,-8.872
2132,42650,-7.4247
2134,42700,-8.0355
2137,42750,-6.7647
2139,42800,-6.7823
2142,42850,-8.3251
2144,42900,-7.4488
2147,42950,-6.0763
2149,43000,-6.5799
2152,43050,-6.9194
2154,43100,-7.6847
2157,43150,-7.8193
2159,43200,-10.2073
2162,43250,-6.7751
2164,43300,-6.9395
2167,43350,-8.7439
2169,43400,-10.6198
2172,43450,-10.8734
2174,43500,-8.8958
2177,43550,-6.4225
2179,43600,-8.7202
2182,43650,-10.0187
2184,43700,-5.6904
2187,43750,-8.7068
2189,43800,-7.1398
2192,43850,-8.6459
2194,43900,-12.2072
2197,43950,-11.6096
2199,44000,-8.6787
2202,44050,-7.7881
2204,44100,-11.1718
2207,44150,-9.2277
2209,44200,-7.8842
2212,44250,-8.3374
2214,44300,-7.1391
2217,44350,-8.4712
2219,44400,-6.7293
2222,44450,-7.635
2224,44500,-10.1384
2227,44550,-7.5597
2229,44600,-7.1547
2232,44650,-8.5202
2234,44700,-8.2886
2237,44750,-7.4388
2239,44800,-9.1485
2242,44850,-9.0152
2244,44900,-7.9653
2247,44950,-7.4264
2249,45000,-8.301
2252,45050,-9.0652
2254,45100,-7.9656
2257,45150,-8.1823
2259,45200,-7.5729
2262,45250,-9.5812
2264,45300,-6.2856
2267,45350,-7.0341
2269,45400,-10.4589
2272,45450,-10.8307
2274,45500,-5.9917
2277,45550,-6.7068
2279,45600,-6.6936
2282,45650,-11.0323
2284,45700,-11.6733
2287,45750,-9.5969
2289,45800,-7.8305
2292,45850,-12.2393
2294,45900,-10.371
2297,45950,-7.9626
2299,46000,-12.2306
2302,46050,-9.6565
2304,46100,-9.9333
2307,46150,-9.6767
2309,46200,-5.9218
2312,46250,-7.2386
2314,46300,-10.6326
2317,46350,-8.3162
2319,46400,-10.515
2322,46450,-7.3625
2324,46500,-9.1096
2327,46550,-8.2305
2329,46600,-7.5123
2332,46650,-7.9774
2334,46700,-9.2618
2337,46750,-7.9262
2339,46800,-8.214
2342,46850,-8.5293
2344,46900,-8.3378
2347,46950,-8.0149
2349,47000,-6.8107
2352,47050,-8.2833
2354,47100,-8.6936
2357,47150,-11.3853
2359,47200,-11.2845
2362,47250,-8.8023
2364,47300,-10.1544
2367,47350,-8.9124
2369,47400,-8.2098
2372,47450,-9.7198
2374,47500,-8.6289
2377,47550,-7.3152
2379,47600,-8.3859
2382,47650,-5.2787
2384,47700,-6.9956
2387,47750,-10.3298
2389,47800,-14.0898
2392,47850,-8.8589
2394,47900,-9.9352
2397,47950,-10.3431
2399,48000,-8.2881
2402,48050,-7.0606
2404,48100,-6.664
2407,48150,-7.1887
2409,48200,-8.423
2412,48250,-9.6967
2414,48300,-8.3762
2417,48350,-9.8107
2419,48400,-5.5158
2422,48450,-8.9503
2424,48500,-11.253
2427,48550,-6.6219
2429,48600,-14.0171
2432,48650,-9.8425
2434,48700,-7.0864
2437,48750,-9.9996
2439,48800,-11.6235
2442,48850,-8.3343
2444,48900,-11.141
2447,48950,-6.3147
2449,49000,-9.2566
2452,49050,-7.7219
2454,49100,-7.9013
2457,49150,-9.1049
2459,49200,-9.7009
2462,49250,-8.2186
2464,49300,-9.6082
2467,49350,-8.6706
2469,49400,-8.6006
2472,49450,-7.4563
2474,49500,-6.7717
2477,49550,-11.6568
2479,49600,-7.9662
2482,49650,-7.9281
2484,49700,-7.5514
2487,49750,-7.1479
2489,49800,-7.5707
2492,49850,-7.2729
2494,49900,-6.7632
2497,49950,-7.2644
2499,50000,-8.551
2502,50050,-7.194
2504,50100,-9.4195
2507,50150,-8.1128
2509,50200,-8.0934
2512,50250,-9.3384
2514,50300,-9.2592
2517,50350,-5.9396
2519,50400,-9.8275
2522,50450,-6.0664
2524,50500,-11.8297
2527,50550,-7.9222
2529,50600,-7.2104
2532,50650,-7.8913
2534,50700,-11.5411
2537,50750,-9.4656
2539,50800,-7.424
2542,50850,-10.1485
2544,50900,-7.9673
2547,50950,-8.1218
2549,51000,-9.6071
2552,51050,-7.3423
2554,51100,-7.8876
2557,51150,-11.5678
2559,51200,-6.1675
2562,51250,-8.8592
2564,51300,-9.3656
2567,51350,-7.9409
2569,51400,-8.795
2572,51450,-6.2396
2574,51500,-6.9735
2577,51550,-10.0148
2579,51600,-9.9971
2582,51650,-7.1166
2584,51700,-11.0618
2587,51750,-6.5761
2589,51800,-7.5518
2592,51850,-7.8471
2594,51900,-7.4827
2597,51950,-8.723
2599,52000,-8.6552
2602,52050,-7.5141
2604,52100,-6.9317
2607,52150,-6.8241
2609,52200,-10.1346
2612,52250,-7.9709
2614,52300,-8.5102
2617,52350,-8.7939
2619,52400,-10.462
2622,52450,-6.675
2624,52500,-6.8838
2627,52550,-5.6924
2629,52600,-8.836
2632,52650,-6.6468
2634,52700,-7.6205
2637,52750,-9.3792
2639,52800,-10.5758
2642,52850,-11.8811
2644,52900,-11.7628
2647,52950,-8.5516
2649,53000,-7.4644
2652,53050,-6.131
2654,53100,-8.49
2657,53150,-9.3829
2659,53200,-8.8956
2662,53250,-8.1336
2664,53300,-7.0359
2667,53350,-8.5256
2669,53400,-10.2956
2672,53450,-10.456
2674,53500,-8.7937
2677,53550,-8.6935
2679,53600,-8.605
2682,53650,-6.3895
2684,53700,-7.875
2687,53750,-9.1045
2689,53800,-10.5301
2692,53850,-7.2773
2694,53900,-7.7921
2697,53950,-7.6172
2699,54000,-9.0012
2702,54050,-9.2544
2704,54100,-7.1287
2707,54150,-6.6994
2709,54200,-7.4466
2712,54250,-8.4306
2714,54300,-6.3182
2717,54350,-7.0198
2719,54400,-8.0778
2722,54450,-8.1848
2724,54500,-7.7909
2727,54550,-9.2026
2729,54600,-8.1811
2732,54650,-8.5042
2734,54700,-8.1151
2737,54750,-9.3679
2739,54800,-6.4683
2742,54850,-9.4285
2744,54900,-10.0221
2747,54950,-7.7819
2749,55000,-7.0547
2752,55050,-7.516
2754,55100,-6.9103
2757,55150,-10.8832
2759,55200,-10.9625
2762,55250,-8.476
2764,55300,-7.8098
2767,55350,-10.2787
2769,55400,-9.2407
2772,55450,-8.3253
2774,55500,-7.9771
2777,55550,-6.9633
2779,55600,-6.5779
2782,55650,-7.585
2784,55700,-8.1627
2787,55750,-6.8843
2789,55800,-10.3243
2792,55850,-10.2638
2794,55900,-9.4715
2797,55950,-6.8436
2799,56000,-6.2886
2802,56050,-10.1192
2804,56100,-11.7968
2807,56150,-8.9681
2809,56200,-9.2604
2812,56250,-9.2476
2814,56300,-6.4061
2817,56350,-8.3742
2819,56400,-7.8612
2822,56450,-8.6462
2824,56500,-7.2151
2827,56550,-6.9994
2829,56600,-6.8907
2832,56650,-6.7741
2834,56700,-10.4043
2837,56750,-9.2913
2839,56800,-10.9511
2842,56850,-9.519
2844,56900,-8.5528
2847,56950,-10.3262
2849,57000,-7.4607
2852,57050,-10.6221
2854,57100,-6.4502
2857,57150,-7.9954
2859,57200,-9.7475
2862,57250,-5.6867
2864,57300,-9.7678
2867,57350,-8.2238
2869,57400,-7.7747
2872,57450,-8.0905
2874,57500,-7.5004
2877,57550,-10.6558
2879,57600,-5.8105
2882,57650,-9.6507
2884,57700,-8.8433
2887,57750,-6.2445
2889,57800,-7.3009
2892,57850,-9.322
2894,57900,-14.434
2897,57950,-7.6298
2899,58000,-10.9017
2902,58050,-9.1686
2904,58100,-9.1908
2907,58150,-6.466
2909,58200,-6.4006
2912,58250,-7.9789
2914,58300,-9.4811
2917,58350,-7.1516
2919,58400,-5.9561
2922,58450,-8.651
2924,58500,-13.0116
2927,58550,-6.929
2929,58600,-6.9008
2932,58650,-9.8893
2934,58700,-8.56
2937,58750,-8.9488
2939,58800,-7.593
2942,58850,-6.5945
2944,58900,-5.8608
2947,58950,-11.4081
2949,59000,-9.8387
2952,59050,-6.3733
2954,59100,-11.0457
2957,59150,-8.7462
2959,59200,-7.9181
2962,59250,-6.9504
2964,59300,-8.3523
2967,59350,-7.0082
2969,59400,-7.0347
2972,59450,-9.4568
2974,59500,-7.2203
2977,59550,-10.1426
2979,59600,-7.3963
2982,59650,-10.0745
2984,59700,-9.1
2987,59750,-6.0377
2989,59800,-7.3477
2992,59850,-9.5914
2994,59900,-6.6851
2997,59950,-7.5115
2999,60000,-10.1059
3002,60050,-8.7464
3004,60100,-5.7818
3007,60150,-7.573
3009,60200,-9.7522
3012,60250,-7.2303
3014,60300,-8.4523
3017,60350,-8.5739
3019,60400,-7.7241
3022,60450,-7.4314
3024,60500,-6.2654
