episode,timestep,reward
6679,133600,-7.0304
6682,133650,-8.0122
6684,133700,-7.0381
6687,133750,-6.877
6689,133800,-9.4333
6692,133850,-7.198
6694,133900,-9.615
6697,133950,-7.4495
6699,134000,-8.4603
6702,134050,-8.9133
6704,134100,-6.9963
6707,134150,-10.5562
6709,134200,-9.1062
6712,134250,-6.5035
6714,134300,-7.8956
6717,134350,-6.5917
6719,134400,-7.3167
6722,134450,-9.318
6724,134500,-6.8131
6727,134550,-10.3451
6729,134600,-7.5534
6732,134650,-6.704
6734,134700,-6.8733
6737,134750,-8.7406
6739,134800,-7.3575
6742,134850,-6.0579
6744,134900,-6.8882
6747,134950,-6.2429
6749,135000,-10.4924
6752,135050,-6.7476
6754,135100,-7.0436
6757,135150,-9.0584
6759,135200,-7.1307
6762,135250,-7.1441
6764,135300,-8.2087
6767,135350,-6.6248
6769,135400,-8.677
6772,135450,-7.133
6774,135500,-7.3733
6777,135550,-6.7254
6779,135600,-7.1131
6782,135650,-8.2939
6784,135700,-9.0436
6787,135750,-7.9853
6789,135800,-9.9111
6792,135850,-9.8319
6794,135900,-7.4518
6797,135950,-7.0798
6799,136000,-7.3635
6802,136050,-7.8651
6804,136100,-7.2419
6807,136150,-9.2941
6809,136200,-6.2341
6812,136250,-10.2717
6814,136300,-8.5329
6817,136350,-7.0245
6819,136400,-9.8543
6822,136450,-6.9325
6824,136500,-7.6946
6827,136550,-6.6357
6829,136600,-7.7291
6832,136650,-9.2302
6834,136700,-7.7062
6837,136750,-6.2779
6839,136800,-5.9403
6842,136850,-7.3031
6844,136900,-11.635
6847,136950,-7.0791
6849,137000,-6.7226
6852,137050,-7.3368
6854,137100,-8.9607
6857,137150,-7.0924
6859,137200,-7.4501
6862,137250,-7.2282
6864,137300,-6.3769
6867,137350,-7.4635
6869,137400,-9.0993
6872,137450,-7.6213
6874,137500,-6.6605
6877,137550,-6.6346
6879,137600,-9.2554
6882,137650,-8.447
6884,137700,-7.0634
6887,137750,-7.225
6889,137800,-8.0075
6892,137850,-6.6405
6894,137900,-6.2896
6897,137950,-8.1457
6899,138000,-7.844
6902,138050,-7.2565
6904,138100,-6.8986
6907,138150,-9.5061
6909,138200,-7.4689
6912,138250,-7.7187
6914,138300,-7.7759
6917,138350,-8.9438
6919,138400,-7.861
6922,138450,-7.2123
6924,138500,-6.4615
6927,138550,-6.4925
6929,138600,-6.8018
6932,138650,-7.7621
6934,138700,-6.507
6937,138750,-7.4114
6939,138800,-7.1743
6942,138850,-9.1087
6944,138900,-12.9808
6947,138950,-7.9817
6949,139000,-8.8661
6952,139050,-8.0049
6954,139100,-7.1234
6957,139150,-5.4383
6959,139200,-8.7897
6962,139250,-9.8058
6964,139300,-7.1133
6967,139350,-6.2432
6969,139400,-6.8648
6972,139450,-10.4238
6974,139500,-10.3288
6977,139550,-6.2694
6979,139600,-7.4057
6982,139650,-7.8397
6984,139700,-7.1745
6987,139750,-8.5312
6989,139800,-9.1628
6992,139850,-9.9263
6994,139900,-9.4657
6997,139950,-6.6277
6999,140000,-6.9396
7002,140050,-9.3217
7004,140100,-5.8521
7007,140150,-8.9481
7009,140200,-10.2716
7012,140250,-7.4188
7014,140300,-6.0004
7017,140350,-10.6679
7019,140400,-6.4794
7022,140450,-9.2226
7024,140500,-6.7365
7027,140550,-9.8586
7029,140600,-6.9198
7032,140650,-7.4251
7034,140700,-7.048
7037,140750,-6.0269
7039,140800,-5.9889
7042,140850,-7.4566
7044,140900,-7.3748
7047,140950,-8.7921
7049,141000,-8.6216
7052,141050,-5.5448
7054,141100,-10.2517
7057,141150,-10.3376
7059,141200,-5.8265
7062,141250,-7.0461
7064,141300,-8.0067
7067,141350,-6.4843
7069,141400,-7.5087
7072,141450,-6.4699
7074,141500,-6.8186
7077,141550,-7.3531
7079,141600,-8.3375
7082,141650,-8.1226
7084,141700,-12.6779
7087,141750,-6.0232
7089,141800,-8.1201
7092,141850,-6.9038
7094,141900,-10.0334
7097,141950,-7.3427
7099,142000,-6.3703
7102,142050,-8.4569
7104,142100,-10.1789
7107,142150,-8.4305
7109,142200,-8.1598
7112,142250,-6.6062
7114,142300,-7.7362
7117,142350,-6.6303
7119,142400,-7.2532
7122,142450,-6.4431
7124,142500,-6.7866
7127,142550,-7.0749
7129,142600,-4.5393
7132,142650,-8.2373
7134,142700,-5.2782
7137,142750,-9.7367
7139,142800,-7.5815
7142,142850,-5.9605
7144,142900,-6.5784
7147,142950,-8.5302
7149,143000,-7.7108
7152,143050,-8.3768
7154,143100,-7.018
7157,143150,-5.974
7159,143200,-6.1673
7162,143250,-7.2771
7164,143300,-8.0617
7167,143350,-8.3531
7169,143400,-7.3901
7172,143450,-5.1589
7174,143500,-7.426
7177,143550,-9.3348
7179,143600,-6.3703
7182,143650,-8.1833
7184,143700,-8.0321
7187,143750,-7.7526
7189,143800,-6.446
7192,143850,-6.605
7194,143900,-6.6879
7197,143950,-10.7903
7199,144000,-6.4157
7202,144050,-8.4792
7204,144100,-8.5679
7207,144150,-7.0267
7209,144200,-6.5342
7212,144250,-8.8462
7214,144300,-6.0323
7217,144350,-8.2162
7219,144400,-9.7467
7222,144450,-10.1466
7224,144500,-6.7492
7227,144550,-8.0714
7229,144600,-7.1359
7232,144650,-7.8901
7234,144700,-8.7525
7237,144750,-6.1062
7239,144800,-7.7338
7242,144850,-9.0081
7244,144900,-7.2259
7247,144950,-9.1623
7249,145000,-7.3969
7252,145050,-9.1645
7254,145100,-11.0839
7257,145150,-5.6976
7259,145200,-7.2858
7262,145250,-6.2041
7264,145300,-6.5789
7267,145350,-7.1489
7269,145400,-10.6919
7272,145450,-7.1433
7274,145500,-6.3245
7277,145550,-8.6374
7279,145600,-7.552
7282,145650,-5.3668
7284,145700,-8.024
7287,145750,-9.036
7289,145800,-6.1029
7292,145850,-6.5381
7294,145900,-11.0295
7297,145950,-8.8357
7299,146000,-9.3669
7302,146050,-7.7459
7304,146100,-8.961
7307,146150,-7.2824
7309,146200,-7.1583
7312,146250,-8.8585
7314,146300,-10.3251
7317,146350,-10.4554
7319,146400,-9.4515
7322,146450,-6.5945
7324,146500,-7.0667
7327,146550,-7.5713
7329,146600,-10.2003
7332,146650,-6.7948
7334,146700,-7.9919
7337,146750,-10.3658
7339,146800,-10.3531
7342,146850,-6.1637
7344,146900,-11.0961
7347,146950,-6.0546
7349,147000,-7.5437
7352,147050,-5.6428
7354,147100,-7.0579
7357,147150,-7.0267
7359,147200,-7.1029
7362,147250,-6.1617
7364,147300,-6.4231
7367,147350,-7.1327
7369,147400,-8.1969
7372,147450,-7.6604
7374,147500,-5.9741
7377,147550,-7.7719
7379,147600,-6.624
7382,147650,-8.8056
7384,147700,-6.2354
7387,147750,-7.4615
7389,147800,-6.1872
7392,147850,-9.3185
7394,147900,-6.6698
7397,147950,-8.79
7399,148000,-7.5752
7402,148050,-6.4042
7404,148100,-8.0876
7407,148150,-8.7447
7409,148200,-6.8316
7412,148250,-8.7121
7414,148300,-6.7209
7417,148350,-8.368
7419,148400,-6.3351
7422,148450,-6.3306
7424,148500,-6.325
7427,148550,-7.6304
7429,148600,-7.0366
7432,148650,-6.6936
7434,148700,-8.5693
7437,148750,-7.6104
7439,148800,-7.6083
7442,148850,-6.0344
7444,148900,-8.895
7447,148950,-6.4071
7449,149000,-6.4172
7452,149050,-8.2186
7454,149100,-7.0025
7457,149150,-9.0864
7459,149200,-6.1747
7462,149250,-6.2152
7464,149300,-8.9176
7467,149350,-7.9884
7469,149400,-8.9725
7472,149450,-8.7905
7474,149500,-7.0167
7477,149550,-9.9127
7479,149600,-8.8788
7482,149650,-8.4588
7484,149700,-6.4009
7487,149750,-9.9071
7489,149800,-10.526
7492,149850,-7.4155
7494,149900,-10.3776
7497,149950,-7.2556
7499,150000,-7.3374
7502,150050,-6.1911
7504,150100,-7.26
7507,150150,-7.236
7509,150200,-7.6469
7512,150250,-7.5725
7514,150300,-7.2218
7517,150350,-6.9026
7519,150400,-9.1782
7522,150450,-6.9132
7524,150500,-8.7689
7527,150550,-8.6871
7529,150600,-5.4916
7532,150650,-8.5971
7534,150700,-9.541
7537,150750,-11.0002
7539,150800,-6.2124
7542,150850,-7.2431
7544,150900,-8.2265
7547,150950,-7.8748
7549,151000,-6.1073
7552,151050,-5.4129
7554,151100,-8.7785
7557,151150,-6.954
7559,151200,-5.9005
7562,151250,-6.6022
7564,151300,-5.3319
7567,151350,-8.1452
7569,151400,-6.8065
7572,151450,-9.9633
7574,151500,-8.6938
7577,151550,-7.0475
7579,151600,-7.6837
7582,151650,-7.1679
7584,151700,-6.9036
7587,151750,-7.4074
7589,151800,-7.2961
7592,151850,-7.5967
7594,151900,-7.3307
7597,151950,-6.0131
7599,152000,-7.5282
7602,152050,-7.6805
7604,152100,-9.3213
7607,152150,-7.8817
7609,152200,-6.0787
7612,152250,-7.3445
7614,152300,-7.457
7617,152350,-8.2733
7619,152400,-7.5071
7622,152450,-6.8865
7624,152500,-9.6511
7627,152550,-7.9471
7629,152600,-7.4839
7632,152650,-7.8744
7634,152700,-11.1314
7637,152750,-8.1134
7639,152800,-7.0004
7642,152850,-13.6533
7644,152900,-6.5856
7647,152950,-10.9015
7649,153000,-6.223
7652,153050,-7.6034
7654,153100,-5.5681
7657,153150,-7.1224
7659,153200,-5.9774
7662,153250,-9.7659
7664,153300,-7.6712
7667,153350,-7.3492
7669,153400,-5.9438
7672,153450,-9.8023
7674,153500,-8.4711
7677,153550,-9.0396
7679,153600,-10.0386
7682,153650,-6.8393
7684,153700,-6.3072
7687,153750,-7.6172
7689,153800,-9.4922
7692,153850,-8.282
7694,153900,-8.0637
7697,153950,-6.8078
7699,154000,-7.351
7702,154050,-9.5675
7704,154100,-5.5538
7707,154150,-7.2406
7709,154200,-8.1174
7712,154250,-8.8409
7714,154300,-7.7298
7717,154350,-8.1688
7719,154400,-10.1034
7722,154450,-8.529
7724,154500,-5.9783
7727,154550,-7.3557
7729,154600,-7.6378
7732,154650,-8.1542
7734,154700,-8.3463
7737,154750,-6.8426
7739,154800,-6.6073
7742,154850,-8.279
7744,154900,-5.6645
7747,154950,-6.7281
7749,155000,-8.5746
7752,155050,-8.5577
7754,155100,-5.8029
7757,155150,-6.4162
7759,155200,-10.2876
7762,155250,-6.1274
7764,155300,-7.7012
7767,155350,-7.2916
7769,155400,-6.4119
7772,155450,-9.9041
7774,155500,-6.571
7777,155550,-10.5124
7779,155600,-9.3518
7782,155650,-6.8808
7784,155700,-8.2117
7787,155750,-6.2173
7789,155800,-6.9346
7792,155850,-6.4093
7794,155900,-8.6394
7797,155950,-7.0015
7799,156000,-6.1502
7802,156050,-8.45
7804,156100,-5.7031
7807,156150,-6.0885
7809,156200,-7.7715
7812,156250,-9.8558
7814,156300,-6.9706
7817,156350,-9.0901
7819,156400,-9.1196
7822,156450,-6.1293
7824,156500,-6.1082
7827,156550,-6.6113
7829,156600,-7.3734
7832,156650,-6.1768
7834,156700,-5.8348
7837,156750,-6.1484
7839,156800,-7.6654
7842,156850,-7.555
7844,156900,-7.0643
7847,156950,-7.9665
7849,157000,-10.5307
7852,157050,-7.505
7854,157100,-5.9048
7857,157150,-5.9182
7859,157200,-6.6981
7862,157250,-6.9055
7864,157300,-8.2674
7867,157350,-6.5432
7869,157400,-7.6597
7872,157450,-8.577
7874,157500,-8.7198
7877,157550,-7.6806
7879,157600,-6.7534
7882,157650,-6.212
7884,157700,-7.802
7887,157750,-8.3727
7889,157800,-6.5782
7892,157850,-8.1981
7894,157900,-6.2995
7897,157950,-6.3608
7899,158000,-10.3923
7902,158050,-6.8017
7904,158100,-8.3166
7907,158150,-8.318
7909,158200,-7.3366
7912,158250,-7.5694
7914,158300,-6.8214
7917,158350,-7.8334
7919,158400,-7.6465
7922,158450,-7.1843
7924,158500,-10.4347
7927,158550,-7.8415
7929,158600,-8.4376
7932,158650,-6.7147
7934,158700,-5.3914
7937,158750,-8.5596
7939,158800,-7.9671
7942,158850,-8.5852
7944,158900,-8.0699
7947,158950,-7.9669
7949,159000,-5.4016
7952,159050,-6.9611
7954,159100,-6.3369
7957,159150,-8.5232
7959,159200,-12.0662
7962,159250,-8.8333
7964,159300,-6.7177
7967,159350,-8.221
7969,159400,-7.8681
7972,159450,-6.6559
7974,159500,-8.5841
7977,159550,-8.0787
7979,159600,-7.626
7982,159650,-8.1387
7984,159700,-6.7604
7987,159750,-7.2971
7989,159800,-11.1277
7992,159850,-6.9928
7994,159900,-7.1299
7997,159950,-6.2391
7999,160000,-6.3167
8002,160050,-6.6013
8004,160100,-9.063
8007,160150,-7.4598
8009,160200,-8.7843
8012,160250,-7.6688
8014,160300,-8.3654
8017,160350,-7.8649
8019,160400,-7.848
8022,160450,-7.7519
8024,160500,-6.4648
8027,160550,-7.5286
8029,160600,-8.9265
8032,160650,-7.7363
8034,160700,-6.9954
8037,160750,-9.3019
8039,160800,-6.1722
8042,160850,-5.9947
8044,160900,-8.2937
8047,160950,-9.404
8049,161000,-9.5947
8052,161050,-6.7757
8054,161100,-7.9865
8057,161150,-9.9737
8059,161200,-8.5863
8062,161250,-6.7661
8064,161300,-6.7519
8067,161350,-6.8417
8069,161400,-9.3512
8072,161450,-6.6303
8074,161500,-9.4984
8077,161550,-9.3373
8079,161600,-7.6417
8082,161650,-6.0235
8084,161700,-11.4497
8087,161750,-6.915
8089,161800,-7.9407
8092,161850,-9.3664
8094,161900,-6.7831
8097,161950,-7.259
8099,162000,-7.7276
8102,162050,-8.5463
8104,162100,-7.299
8107,162150,-5.9653
8109,162200,-8.0431
8112,162250,-9.7823
8114,162300,-7.8078
8117,162350,-10.5306
8119,162400,-9.2474
8122,162450,-8.4791
8124,162500,-8.4246
8127,162550,-6.8462
8129,162600,-12.7543
8132,162650,-8.5114
8134,162700,-6.3016
8137,162750,-9.3621
8139,162800,-10.7713
8142,162850,-7.7485
8144,162900,-6.447
8147,162950,-6.6327
8149,163000,-6.7806
8152,163050,-10.6373
8154,163100,-6.6438
8157,163150,-6.7759
8159,163200,-11.3031
8162,163250,-8.1821
8164,163300,-9.1735
8167,163350,-6.4591
8169,163400,-8.122
8172,163450,-6.8085
8174,163500,-9.9248
8177,163550,-7.114
8179,163600,-6.1
8182,163650,-6.1361
8184,163700,-6.5511
8187,163750,-6.9387
8189,163800,-7.292
8192,163850,-9.2333
8194,163900,-6.4285
8197,163950,-8.3759
8199,164000,-8.6098
8202,164050,-9.6273
8204,164100,-6.5008
8207,164150,-6.7252
8209,164200,-6.7909
8212,164250,-6.715
8214,164300,-6.9847
8217,164350,-8.2575
8219,164400,-11.9015
8222,164450,-8.0826
8224,164500,-10.3823
8227,164550,-9.0777
8229,164600,-7.6389
8232,164650,-6.9293
8234,164700,-7.6293
8237,164750,-7.5878
8239,164800,-7.7501
8242,164850,-8.4774
8244,164900,-8.7397
8247,164950,-6.6858
8249,165000,-9.169
8252,165050,-6.87
8254,165100,-6.2846
8257,165150,-10.7705
8259,165200,-6.3886
8262,165250,-8.4853
8264,165300,-7.5956
8267,165350,-8.3175
8269,165400,-8.3814
8272,165450,-9.058
8274,165500,-8.7301
8277,165550,-9.4124
8279,165600,-8.0078
8282,165650,-7.2789
8284,165700,-6.5985
8287,165750,-6.1581
8289,165800,-7.1469
8292,165850,-7.6639
8294,165900,-7.1806
8297,165950,-6.0419
8299,166000,-6.1922
8302,166050,-9.1909
8304,166100,-8.2683
8307,166150,-6.3372
8309,166200,-6.2955
8312,166250,-7.0403
8314,166300,-8.0299
8317,166350,-6.9077
8319,166400,-8.2417
8322,166450,-8.0371
8324,166500,-6.6479
8327,166550,-6.2044
8329,166600,-9.2798
8332,166650,-7.5509
8334,166700,-6.5279
8337,166750,-8.219
8339,166800,-9.3121
8342,166850,-8.8393
8344,166900,-7.4163
8347,166950,-6.7678
8349,167000,-10.6695
8352,167050,-7.6627
8354,167100,-5.9672
8357,167150,-7.2115
8359,167200,-7.0681
8362,167250,-8.2365
8364,167300,-9.3182
8367,167350,-6.0147
8369,167400,-8.8039
8372,167450,-10.0737
8374,167500,-6.3023
8377,167550,-8.3988
8379,167600,-7.7168
8382,167650,-7.7519
8384,167700,-8.835
8387,167750,-6.441
8389,167800,-9.4036
8392,167850,-8.7443
8394,167900,-8.9039
8397,167950,-6.6679
8399,168000,-8.6336
8402,168050,-6.4949
8404,168100,-5.5348
8407,168150,-6.4946
8409,168200,-6.9825
8412,168250,-7.6501
8414,168300,-7.3032
8417,168350,-6.4285
8419,168400,-7.9294
8422,168450,-9.6524
8424,168500,-8.0632
8427,168550,-7.516
8429,168600,-7.8597
8432,168650,-6.7441
8434,168700,-7.0943
8437,168750,-5.9005
8439,168800,-6.9188
8442,168850,-8.0255
8444,168900,-7.2985
8447,168950,-6.6843
8449,169000,-8.1255
8452,169050,-7.2449
8454,169100,-8.9229
8457,169150,-6.4978
8459,169200,-8.1553
8462,169250,-8.5842
8464,169300,-5.7906
8467,169350,-8.6579
8469,169400,-6.7561
8472,169450,-7.6677
8474,169500,-9.4722
8477,169550,-8.1879
8479,169600,-7.4394
8482,169650,-10.2176
8484,169700,-6.4421
8487,169750,-7.8999
8489,169800,-4.6033
8492,169850,-6.6842
8494,169900,-10.0319
8497,169950,-6.9062
8499,170000,-6.7574
8502,170050,-7.797
8504,170100,-9.7384
8507,170150,-8.1118
8509,170200,-6.5473
8512,170250,-9.649
8514,170300,-5.7315
8517,170350,-8.4795
8519,170400,-7.3302
8522,170450,-9.4418
8524,170500,-8.4408
8527,170550,-6.6192
8529,170600,-6.2634
8532,170650,-6.4676
8534,170700,-6.8815
8537,170750,-7.8439
8539,170800,-6.6738
8542,170850,-6.7247
8544,170900,-5.1641
8547,170950,-5.9465
8549,171000,-6.5686
8552,171050,-5.3833
8554,171100,-7.1517
8557,171150,-8.5942
8559,171200,-11.4603
8562,171250,-6.2932
8564,171300,-10.1838
8567,171350,-8.168
8569,171400,-6.7355
8572,171450,-8.3341
8574,171500,-8.4172
8577,171550,-9.6809
8579,171600,-6.7801
8582,171650,-7.2535
8584,171700,-6.2629
8587,171750,-7.8771
8589,171800,-11.7103
8592,171850,-6.5523
8594,171900,-9.0993
8597,171950,-6.9325
8599,172000,-6.2492
8602,172050,-8.8581
8604,172100,-6.9482
8607,172150,-7.0188
8609,172200,-9.5641
8612,172250,-8.3514
8614,172300,-5.9533
8617,172350,-6.7349
8619,172400,-11.3944
8622,172450,-7.9204
8624,172500,-9.9841
8627,172550,-8.4766
8629,172600,-8.0001
8632,172650,-6.8713
8634,172700,-11.4473
8637,172750,-8.6677
8639,172800,-10.5729
8642,172850,-6.5308
8644,172900,-8.5031
8647,172950,-7.5942
8649,173000,-6.0137
8652,173050,-5.5754
8654,173100,-7.7683
8657,173150,-6.4986
8659,173200,-9.6269
8662,173250,-8.0822
8664,173300,-8.1996
8667,173350,-8.8171
8669,173400,-11.8481
8672,173450,-9.6298
8674,173500,-7.3795
8677,173550,-7.812
8679,173600,-6.0655
8682,173650,-8.0672
8684,173700,-7.0686
8687,173750,-7.3217
8689,173800,-7.7954
8692,173850,-8.2732
8694,173900,-7.0751
8697,173950,-6.8248
8699,174000,-6.9758
8702,174050,-7.6238
8704,174100,-8.0786
8707,174150,-9.9954
8709,174200,-8.6752
8712,174250,-6.7202
8714,174300,-6.7685
8717,174350,-7.4556
8719,174400,-10.344
8722,174450,-6.9593
8724,174500,-9.976
8727,174550,-6.8659
8729,174600,-9.6795
8732,174650,-7.4093
8734,174700,-7.1946
8737,174750,-9.4881
8739,174800,-6.3294
8742,174850,-6.3266
8744,174900,-7.3181
8747,174950,-8.6314
8749,175000,-7.7985
8752,175050,-10.2908
8754,175100,-8.3933
8757,175150,-7.531
8759,175200,-11.0734
8762,175250,-8.4291
8764,175300,-6.9619
8767,175350,-7.5932
8769,175400,-8.0676
8772,175450,-6.5283
8774,175500,-7.2445
8777,175550,-6.8436
8779,175600,-10.8554
8782,175650,-8.2063
8784,175700,-10.6774
8787,175750,-6.9801
8789,175800,-5.8032
8792,175850,-9.4608
8794,175900,-7.7303
8797,175950,-7.2662
8799,176000,-7.0172
8802,176050,-7.016
8804,176100,-9.3132
8807,176150,-10.2595
8809,176200,-7.7871
8812,176250,-6.1945
8814,176300,-6.1568
8817,176350,-8.9379
8819,176400,-7.3407
8822,176450,-7.8863
8824,176500,-7.3017
8827,176550,-8.5415
8829,176600,-7.6335
8832,176650,-6.1899
8834,176700,-9.1397
8837,176750,-9.5774
8839,176800,-6.6028
8842,176850,-6.4224
8844,176900,-7.2977
8847,176950,-7.934
8849,177000,-10.1535
8852,177050,-9.6074
8854,177100,-8.1956
8857,177150,-7.4164
8859,177200,-7.9907
8862,177250,-6.969
8864,177300,-7.4215
8867,177350,-7.4973
8869,177400,-7.2071
8872,177450,-7.8188
8874,177500,-12.9977
8877,177550,-8.2716
8879,177600,-8.1025
8882,177650,-8.0237
8884,177700,-9.8706
8887,177750,-7.3156
8889,177800,-7.2235
8892,177850,-6.6912
8894,177900,-9.2248
8897,177950,-6.9373
8899,178000,-11.4144
8902,178050,-5.8796
8904,178100,-5.8831
8907,178150,-7.4576
8909,178200,-7.8949
8912,178250,-7.3764
8914,178300,-7.6067
8917,178350,-7.4106
8919,178400,-8.7307
8922,178450,-7.1388
8924,178500,-6.2834
8927,178550,-6.8362
8929,178600,-7.2237
8932,178650,-5.8072
8934,178700,-7.557
8937,178750,-7.5739
8939,178800,-6.158
8942,178850,-8.3959
8944,178900,-10.2392
8947,178950,-6.7465
8949,179000,-11.8981
8952,179050,-8.608
8954,179100,-7.5917
8957,179150,-9.7248
8959,179200,-6.2296
8962,179250,-8.6872
8964,179300,-8.4228
8967,179350,-9.797
8969,179400,-6.5368
8972,179450,-5.7975
8974,179500,-8.4145
8977,179550,-6.6156
8979,179600,-5.6154
8982,179650,-9.7115
8984,179700,-6.4679
8987,179750,-7.5785
8989,179800,-5.929
8992,179850,-7.8085
8994,179900,-7.7668
8997,179950,-7.6355
8999,180000,-7.7111
9002,180050,-6.4305
9004,180100,-7.9345
9007,180150,-7.6255
9009,180200,-6.0498
9012,180250,-8.5571
9014,180300,-7.3802
9017,180350,-7.0888
9019,180400,-6.6832
9022,180450,-7.3604
9024,180500,-7.7533
9027,180550,-7.4612
9029,180600,-9.2664
9032,180650,-7.0322
9034,180700,-5.7397
9037,180750,-9.5189
9039,180800,-7.3599
9042,180850,-6.713
9044,180900,-8.2066
9047,180950,-7.8824
9049,181000,-11.0336
9052,181050,-7.035
9054,181100,-7.6413
9057,181150,-5.3106
9059,181200,-10.0001
9062,181250,-9.2596
9064,181300,-9.2727
9067,181350,-7.7851
9069,181400,-7.2307
9072,181450,-6.2393
9074,181500,-8.125
9077,181550,-6.2876
9079,181600,-9.6982
9082,181650,-6.9255
9084,181700,-9.5481
9087,181750,-9.3087
9089,181800,-8.8435
9092,181850,-9.0828
9094,181900,-7.5671
9097,181950,-7.2714
9099,182000,-7.3921
9102,182050,-6.3598
9104,182100,-9.2062
9107,182150,-6.7372
9109,182200,-8.9081
9112,182250,-7.8037
9114,182300,-7.6146
9117,182350,-8.1267
9119,182400,-6.8642
9122,182450,-7.7703
9124,182500,-7.6513
9127,182550,-9.4505
9129,182600,-7.0603
9132,182650,-7.5598
9134,182700,-8.4104
9137,182750,-8.9581
9139,182800,-7.3489
9142,182850,-10.0157
9144,182900,-8.5921
9147,182950,-7.3575
9149,183000,-6.9174
9152,183050,-5.7022
9154,183100,-10.8791
9157,183150,-6.667
9159,183200,-6.8495
9162,183250,-8.4974
9164,183300,-6.8405
9167,183350,-8.0083
9169,183400,-7.8644
9172,183450,-6.9833
9174,183500,-11.6063
9177,183550,-7.1032
9179,183600,-8.5258
9182,183650,-7.3462
9184,183700,-7.7725
9187,183750,-5.8867
9189,183800,-7.3772
9192,183850,-7.0221
9194,183900,-6.4352
9197,183950,-6.5606
9199,184000,-8.9704
9202,184050,-6.3045
9204,184100,-7.6822
9207,184150,-8.2673
9209,184200,-8.8137
9212,184250,-6.3083
9214,184300,-5.1383
9217,184350,-7.8958
9219,184400,-9.6702
9222,184450,-6.2693
9224,184500,-10.4607
9227,184550,-7.0354
9229,184600,-7.3653
9232,184650,-8.4961
9234,184700,-7.1744
9237,184750,-7.1502
9239,184800,-6.8092
9242,184850,-7.8779
9244,184900,-6.0794
9247,184950,-6.6719
9249,185000,-10.3319
9252,185050,-6.3112
9254,185100,-7.1273
9257,185150,-5.4922
9259,185200,-7.1721
9262,185250,-6.9777
9264,185300,-4.6491
9267,185350,-10.0537
9269,185400,-7.4698
9272,185450,-7.9594
9274,185500,-5.7321
9277,185550,-9.6939
9279,185600,-9.4039
9282,185650,-7.9678
9284,185700,-5.9012
9287,185750,-11.1429
9289,185800,-7.3273
9292,185850,-7.1
9294,185900,-9.818
9297,185950,-8.0852
9299,186000,-8.8687
9302,186050,-6.7064
9304,186100,-12.581
9307,186150,-9.6753
9309,186200,-7.7385
9312,186250,-11.3809
9314,186300,-6.6969
9317,186350,-6.8959
9319,186400,-7.5526
9322,186450,-9.1107
9324,186500,-10.2192
9327,186550,-7.7463
9329,186600,-12.696
9332,186650,-6.1767
9334,186700,-8.9089
9337,186750,-9.4745
9339,186800,-6.1356
9342,186850,-7.3376
9344,186900,-7.1954
9347,186950,-10.4273
9349,187000,-11.3192
9352,187050,-6.8358
9354,187100,-9.8751
9357,187150,-7.3723
9359,187200,-6.244
9362,187250,-6.478
9364,187300,-6.7727
9367,187350,-9.261
9369,187400,-11.8936
9372,187450,-11.512
9374,187500,-6.5577
9377,187550,-6.3893
9379,187600,-10.2877
9382,187650,-8.7709
9384,187700,-6.4928
9387,187750,-7.4341
9389,187800,-12.1625
9392,187850,-7.7627
9394,187900,-5.4002
9397,187950,-8.5471
9399,188000,-8.3946
9402,188050,-7.1404
9404,188100,-9.2731
9407,188150,-7.471
9409,188200,-5.8692
9412,188250,-6.9027
9414,188300,-10.3982
9417,188350,-6.4524
9419,188400,-7.3008
9422,188450,-5.6972
9424,188500,-6.7419
9427,188550,-9.9269
9429,188600,-6.097
9432,188650,-6.642
9434,188700,-8.8244
9437,188750,-8.1221
9439,188800,-9.84
9442,188850,-5.9859
9444,188900,-11.576
9447,188950,-5.398
9449,189000,-9.3665
9452,189050,-7.5094
9454,189100,-8.0386
9457,189150,-6.6999
9459,189200,-7.2075
9462,189250,-7.0289
9464,189300,-6.3736
9467,189350,-8.5296
9469,189400,-7.6795
9472,189450,-8.5327
9474,189500,-13.6567
9477,189550,-8.2698
9479,189600,-6.2316
9482,189650,-5.6359
9484,189700,-11.8643
9487,189750,-7.2478
9489,189800,-7.2257
9492,189850,-10.8383
9494,189900,-9.0879
9497,189950,-8.732
9499,190000,-6.4457
9502,190050,-6.4897
9504,190100,-9.4199
9507,190150,-8.4484
9509,190200,-7.9594
9512,190250,-7.4121
9514,190300,-7.1987
9517,190350,-7.1618
9519,190400,-5.6437
9522,190450,-6.9956
9524,190500,-5.2771
9527,190550,-6.4421
9529,190600,-7.4765
9532,190650,-6.7914
9534,190700,-6.4585
9537,190750,-7.7853
9539,190800,-6.7538
9542,190850,-6.7021
9544,190900,-5.6947
9547,190950,-7.9599
9549,191000,-7.6812
9552,191050,-6.922
9554,191100,-7.7665
9557,191150,-8.1936
9559,191200,-9.2437
9562,191250,-11.7651
9564,191300,-5.6042
9567,191350,-6.0878
9569,191400,-7.2241
9572,191450,-10.5581
9574,191500,-6.0722
9577,191550,-6.8399
9579,191600,-6.6165
9582,191650,-8.6084
9584,191700,-8.5962
9587,191750,-6.6301
9589,191800,-6.7981
9592,191850,-7.5089
9594,191900,-7.0274
9597,191950,-7.4182
9599,192000,-7.974
9602,192050,-7.9367
9604,192100,-6.6442
9607,192150,-6.687
9609,192200,-9.2275
9612,192250,-9.4818
