episode,timestep,reward
199,20000,-34.8
399,40000,-33.366
599,60000,-32.1246
799,80000,-31.7556
999,100000,-31.3582
1199,120000,-31.0726
1399,140000,-31.0451
1599,160000,-30.8178
1799,180000,-30.8225
1999,200000,-30.6287
2199,220000,-30.6487
2399,240000,-30.5607
2599,260000,-30.5278
2799,280000,-30.517
2999,300000,-30.519
3199,320000,-30.484
3399,340000,-30.3569
3599,360000,-30.5859
3799,380000,-30.4011
3999,400000,-30.3507
4199,420000,-30.3055
